Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
August 31 2018,Dallas,TX,Passenger,0,1,1,200,201,0.50
July 31 2020,Pinellas,FL,Passenger,1,1,2,113,115,1.74
February 28 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
July 31 2018,Stevens,WA,Passenger,11,25,36,31650,31686,0.11
February 28 2019,Whatcom,WA,Passenger,785,380,1165,149633,150798,0.77
January 31 2023,Island,WA,Passenger,955,401,1356,61513,62869,2.16
July 31 2021,San Diego,CA,Passenger,18,7,25,2566,2591,0.96
November 30 2019,Kootenai,ID,Passenger,1,1,2,227,229,0.87
August 31 2019,Franklin,WA,Truck,0,0,0,19493,19493,0.00
December 31 2020,Cascade,MT,Passenger,0,1,1,57,58,1.72
June 30 2019,Williamson,TX,Passenger,0,1,1,144,145,0.69
April 30 2017,Jefferson,WA,Passenger,98,56,154,23744,23898,0.64
July 31 2020,Frederick,MD,Passenger,1,1,2,77,79,2.53
September 30 2021,Lewis,WA,Truck,0,0,0,26698,26698,0.00
September 30 2020,Adams,WA,Truck,0,0,0,5309,5309,0.00
November 30 2019,Richmond,GA,Passenger,0,1,1,96,97,1.03
April 30 2020,Garfield,WA,Truck,0,0,0,967,967,0.00
October 31 2017,Garfield,WA,Truck,0,0,0,942,942,0.00
August 31 2022,Franklin,WA,Passenger,224,113,337,61933,62270,0.54
June 30 2019,Kern,CA,Passenger,0,1,1,223,224,0.45
September 30 2018,Whatcom,WA,Passenger,666,335,1001,148497,149498,0.67
March 31 2017,Island,WA,Truck,0,0,0,20493,20493,0.00
September 30 2017,Clark,WA,Truck,0,0,0,77869,77869,0.00
May 31 2022,Alameda,CA,Passenger,5,0,5,195,200,2.50
April 30 2017,Clackamas,OR,Passenger,1,1,2,324,326,0.61
May 31 2022,Bexar,TX,Passenger,4,3,7,453,460,1.52
October 31 2017,Jefferson,WA,Passenger,116,68,184,24071,24255,0.76
October 31 2020,Douglas,CO,Passenger,0,1,1,79,80,1.25
May 31 2018,Grant,WA,Truck,0,0,0,25863,25863,0.00
August 31 2017,Pacific,WA,Truck,0,0,0,7515,7515,0.00
February 29 2020,Wahkiakum,WA,Truck,0,0,0,1762,1762,0.00
October 31 2020,Prince George's,MD,Passenger,2,1,3,156,159,1.89
April 30 2021,Alameda,CA,Passenger,4,0,4,249,253,1.58
September 30 2017,Contra Costa,CA,Passenger,0,1,1,504,505,0.20
April 30 2019,Walla Walla,WA,Truck,0,0,0,13602,13602,0.00
October 31 2021,Pima,AZ,Passenger,1,1,2,264,266,0.75
October 31 2021,Nueces,TX,Passenger,1,0,1,62,63,1.59
April 30 2021,Montgomery,OH,Passenger,0,1,1,57,58,1.72
September 30 2021,San Mateo,CA,Passenger,1,0,1,92,93,1.08
April 30 2022,Whatcom,WA,Truck,4,0,4,43453,43457,0.01
September 30 2019,Island,WA,Truck,0,0,0,21282,21282,0.00
January 31 2023,Burlington,NJ,Passenger,0,2,2,95,97,2.06
January 31 2021,Vigo,IN,Passenger,1,0,1,6,7,14.29
October 31 2017,Prince William,VA,Passenger,0,3,3,267,270,1.11
November 30 2018,Kitsap,WA,Truck,1,0,1,53653,53654,0.00
February 28 2021,Stevens,WA,Truck,0,0,0,18717,18717,0.00
August 31 2021,Erie,NY,Passenger,1,0,1,37,38,2.63
January 31 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
January 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
March 31 2018,Sumter,FL,Passenger,0,1,1,10,11,9.09
February 28 2022,Marin,CA,Passenger,0,1,1,33,34,2.94
October 31 2021,Kauai,HI,Passenger,1,0,1,18,19,5.26
June 30 2023,Harnett,NC,Passenger,4,0,4,129,133,3.01
August 31 2022,Denton,TX,Passenger,1,0,1,60,61,1.64
June 30 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
February 28 2023,Whatcom,WA,Passenger,2221,826,3047,148703,151750,2.01
September 30 2019,,,Passenger,5,1,6,403,409,1.47
April 30 2021,Maricopa,AZ,Passenger,5,6,11,1262,1273,0.86
January 31 2017,Ventura,CA,Passenger,0,2,2,394,396,0.51
June 30 2021,Allen,IN,Passenger,1,0,1,17,18,5.56
June 30 2021,Hampshire,MA,Passenger,1,0,1,6,7,14.29
November 30 2022,Rock Island,IL,Passenger,0,1,1,12,13,7.69
June 30 2023,El Paso,TX,Passenger,3,0,3,252,255,1.18
January 31 2020,Juneau,AK,Passenger,0,2,2,28,30,6.67
November 30 2017,Fulton,GA,Passenger,1,0,1,108,109,0.92
June 30 2023,Lake,IL,Passenger,3,0,3,111,114,2.63
September 30 2022,Gwinnett,GA,Passenger,1,0,1,52,53,1.89
July 31 2020,Stevens,WA,Passenger,37,35,72,30622,30694,0.23
December 31 2021,Clackamas,OR,Passenger,2,0,2,160,162,1.23
January 31 2018,Lincoln,WA,Truck,0,0,0,4502,4502,0.00
October 31 2017,Lincoln,WA,Truck,0,0,0,4489,4489,0.00
April 30 2020,Harnett,NC,Passenger,1,0,1,207,208,0.48
February 28 2022,Oldham,KY,Passenger,0,1,1,4,5,20.00
May 31 2023,Snohomish,WA,Passenger,12175,2982,15157,526987,542144,2.80
September 30 2017,Skagit,WA,Passenger,148,120,268,88641,88909,0.30
September 30 2021,Kitsap,WA,Truck,0,0,0,54320,54320,0.00
May 31 2020,Douglas,NE,Passenger,0,1,1,56,57,1.75
May 31 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
May 31 2019,Lumpkin,GA,Passenger,1,0,1,4,5,20.00
November 30 2020,Clallam,WA,Passenger,262,176,438,49869,50307,0.87
November 30 2017,Monterey,CA,Passenger,0,2,2,197,199,1.01
October 31 2021,Island,WA,Truck,0,0,0,21556,21556,0.00
January 31 2023,Hamilton,OH,Passenger,1,0,1,29,30,3.33
February 28 2022,Snohomish,WA,Truck,3,0,3,125133,125136,0.00
April 30 2021,Gwinnett,GA,Passenger,1,0,1,67,68,1.47
August 31 2023,King,WA,Truck,829,2,831,171856,172687,0.48
November 30 2020,Spokane,WA,Passenger,858,541,1399,320221,321620,0.43
August 31 2018,Clark,WA,Truck,0,0,0,79301,79301,0.00
May 31 2023,Stevens,WA,Passenger,109,64,173,29707,29880,0.58
May 31 2023,Kings,CA,Passenger,2,2,4,266,270,1.48
January 31 2023,Arlington,VA,Passenger,1,0,1,110,111,0.90
May 31 2022,Wichita,TX,Passenger,1,0,1,40,41,2.44
October 31 2022,Elmore,ID,Passenger,1,0,1,13,14,7.14
July 31 2018,Wahkiakum,WA,Truck,0,0,0,1681,1681,0.00
November 30 2022,Stevens,WA,Passenger,87,56,143,30054,30197,0.47
March 31 2021,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
January 31 2021,Flathead,MT,Passenger,1,0,1,53,54,1.85
January 31 2023,Kittitas,WA,Truck,5,0,5,14553,14558,0.03
February 28 2022,Geary,KS,Passenger,1,0,1,88,89,1.12
June 30 2018,Fulton,GA,Passenger,1,1,2,100,102,1.96
June 30 2021,Milwaukee,WI,Passenger,1,0,1,41,42,2.38
October 31 2020,Ventura,CA,Passenger,1,1,2,279,281,0.71
March 31 2020,Clallam,WA,Truck,1,0,1,21812,21813,0.00
March 31 2019,Benton,WA,Truck,0,0,0,41532,41532,0.00
June 30 2018,Fairfax,VA,Passenger,3,2,5,836,841,0.59
April 30 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
February 28 2023,Nueces,TX,Passenger,0,1,1,48,49,2.04
September 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
February 28 2023,Wichita,TX,Passenger,2,0,2,36,38,5.26
March 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
September 30 2021,Clallam,WA,Passenger,359,229,588,50547,51135,1.15
June 30 2017,Spokane,WA,Truck,1,0,1,90622,90623,0.00
May 31 2020,Walla Walla,WA,Passenger,70,62,132,35818,35950,0.37
January 31 2019,Arlington,VA,Passenger,1,2,3,164,167,1.80
February 28 2017,Ventura,CA,Passenger,0,2,2,380,382,0.52
September 30 2021,Orange,NC,Passenger,0,1,1,12,13,7.69
January 31 2019,San Juan,PR,Passenger,0,1,1,5,6,16.67
April 30 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
January 31 2022,Williams,ND,Passenger,0,1,1,8,9,11.11
September 30 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
February 28 2023,Adams,WA,Passenger,21,11,32,13021,13053,0.25
June 30 2020,Douglas,NE,Passenger,0,1,1,55,56,1.79
December 31 2019,Oklahoma,OK,Passenger,0,1,1,132,133,0.75
August 31 2021,Baltimore,MD,Passenger,1,0,1,97,98,1.02
October 31 2019,Hawaii,HI,Passenger,1,0,1,60,61,1.64
October 31 2022,Lake,IN,Passenger,0,1,1,9,10,10.00
July 31 2019,Contra Costa,CA,Passenger,2,2,4,375,379,1.06
December 31 2019,El Paso,TX,Passenger,3,0,3,459,462,0.65
November 30 2018,Tuolumne,CA,Passenger,0,1,1,12,13,7.69
July 31 2022,Fort Bend,TX,Passenger,1,0,1,24,25,4.00
September 30 2021,Skagit,WA,Passenger,640,291,931,91660,92591,1.01
June 30 2020,Washington,OR,Passenger,1,0,1,442,443,0.23
September 30 2022,Wichita,TX,Passenger,2,0,2,37,39,5.13
February 28 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
March 31 2020,Jefferson,NY,Passenger,0,1,1,208,209,0.48
April 30 2017,Fulton,GA,Passenger,1,1,2,119,121,1.65
January 31 2018,Los Angeles,CA,Passenger,5,3,8,1206,1214,0.66
August 31 2017,Columbia,WA,Truck,0,0,0,1541,1541,0.00
April 30 2023,Kern,CA,Passenger,1,1,2,180,182,1.10
May 31 2018,Nassau,NY,Passenger,1,0,1,38,39,2.56
January 31 2020,Goochland,VA,Passenger,2,1,3,265,268,1.12
September 30 2021,Manassas,VA,Passenger,0,1,1,7,8,12.50
August 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
June 30 2022,Wilson,TX,Passenger,0,1,1,2,3,33.33
December 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2023,Whatcom,WA,Passenger,2639,922,3561,145679,149240,2.39
May 31 2022,Honolulu,HI,Passenger,5,4,9,344,353,2.55
June 30 2021,Broward,FL,Passenger,2,0,2,113,115,1.74
August 31 2018,El Paso,CO,Passenger,3,1,4,765,769,0.52
January 31 2018,Grant,WA,Truck,0,0,0,25639,25639,0.00
September 30 2017,Adams,WA,Truck,0,0,0,5122,5122,0.00
October 31 2020,Santa Cruz,CA,Passenger,1,0,1,33,34,2.94
May 31 2021,San Francisco,CA,Passenger,1,1,2,93,95,2.11
February 28 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
July 31 2017,Juneau,AK,Passenger,0,1,1,43,44,2.27
September 30 2017,Hamilton,TN,Passenger,1,0,1,21,22,4.55
September 30 2019,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
March 31 2022,Asotin,WA,Passenger,22,18,40,12654,12694,0.32
May 31 2022,Garfield,WA,Truck,0,0,0,980,980,0.00
December 31 2018,Jefferson,CO,Passenger,0,2,2,64,66,3.03
July 31 2018,Okanogan,WA,Truck,0,0,0,16421,16421,0.00
April 30 2018,Montgomery,TN,Passenger,1,0,1,274,275,0.36
September 30 2019,Mason,WA,Passenger,133,129,262,47438,47700,0.55
April 30 2023,Okanogan,WA,Truck,3,0,3,16447,16450,0.02
August 31 2017,,,Passenger,3,0,3,444,447,0.67
February 28 2023,Platte,MO,Passenger,1,0,1,20,21,4.76
January 31 2022,Broward,FL,Passenger,2,0,2,100,102,1.96
February 29 2020,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
May 31 2017,Whitman,WA,Truck,0,0,0,8395,8395,0.00
July 31 2023,Franklin,WA,Truck,6,0,6,20737,20743,0.03
December 31 2017,Skagit,WA,Passenger,167,138,305,89552,89857,0.34
August 31 2021,Chelan,WA,Truck,0,0,0,23085,23085,0.00
April 30 2020,Richmond,GA,Passenger,0,1,1,89,90,1.11
March 31 2018,Deschutes,OR,Passenger,1,0,1,172,173,0.58
December 31 2020,Spartanburg,SC,Passenger,0,1,1,52,53,1.89
February 28 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2020,New Haven,CT,Passenger,0,2,2,42,44,4.55
June 30 2018,Grant,WA,Passenger,31,45,76,63141,63217,0.12
February 29 2020,Lake,IL,Passenger,1,0,1,169,170,0.59
September 30 2018,Snohomish,WA,Truck,1,0,1,121772,121773,0.00
March 31 2022,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
May 31 2021,Yamhill,OR,Passenger,1,0,1,40,41,2.44
October 31 2020,Larimer,CO,Passenger,1,0,1,52,53,1.89
December 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
June 30 2018,Island,WA,Passenger,197,189,386,62518,62904,0.61
December 31 2020,Benton,WA,Truck,0,0,0,43204,43204,0.00
November 30 2021,Snohomish,WA,Truck,2,0,2,125669,125671,0.00
August 31 2021,Prince William,VA,Passenger,1,1,2,203,205,0.98
September 30 2022,Bexar,TX,Passenger,5,3,8,423,431,1.86
February 29 2020,Fort Bend,TX,Passenger,1,0,1,48,49,2.04
July 31 2019,Montgomery,TX,Passenger,1,0,1,61,62,1.61
November 30 2018,Frederick,MD,Passenger,0,1,1,84,85,1.18
June 30 2023,Skagit,WA,Passenger,1105,414,1519,88443,89962,1.69
September 30 2021,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
November 30 2018,Kittitas,WA,Passenger,61,34,95,29282,29377,0.32
May 31 2017,Cumberland,NC,Passenger,1,0,1,596,597,0.17
December 31 2021,Honolulu,HI,Passenger,4,4,8,371,379,2.11
April 30 2018,Los Angeles,CA,Passenger,5,4,9,1184,1193,0.75
February 28 2019,Fairfax,VA,Passenger,4,2,6,800,806,0.74
February 28 2021,Prince William,VA,Passenger,1,1,2,210,212,0.94
November 30 2020,Jefferson,WA,Passenger,276,153,429,24723,25152,1.71
August 31 2023,Spokane,WA,Truck,42,0,42,100385,100427,0.04
May 31 2023,Hoke,NC,Passenger,2,0,2,59,61,3.28
March 31 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
September 30 2019,Shasta,CA,Passenger,1,0,1,41,42,2.38
January 31 2021,Lewis,WA,Passenger,126,131,257,58899,59156,0.43
April 30 2020,Hennepin,MN,Passenger,3,1,4,90,94,4.26
January 31 2020,Montgomery,AL,Passenger,0,1,1,40,41,2.44
October 31 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
February 28 2022,Whatcom,WA,Passenger,1690,685,2375,149320,151695,1.57
April 30 2022,Skamania,WA,Passenger,67,46,113,8219,8332,1.36
December 31 2021,Cumberland,NC,Passenger,1,4,5,402,407,1.23
May 31 2022,Hudson,NJ,Passenger,2,0,2,36,38,5.26
January 31 2018,Asotin,WA,Passenger,8,5,13,12547,12560,0.10
February 28 2017,Harnett,NC,Passenger,1,0,1,266,267,0.37
January 31 2021,Pacific,WA,Passenger,35,37,72,15795,15867,0.45
February 28 2022,Garfield,WA,Passenger,0,3,3,1353,1356,0.22
December 31 2018,Adams,WA,Truck,0,0,0,5148,5148,0.00
November 30 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
September 30 2020,Prince George's,MD,Passenger,2,1,3,155,158,1.90
August 31 2023,Hardin,KY,Passenger,1,0,1,53,54,1.85
September 30 2021,Dallas,TX,Passenger,1,0,1,154,155,0.65
January 31 2022,Erie,NY,Passenger,1,0,1,31,32,3.12
June 30 2019,Clark,NV,Passenger,4,2,6,696,702,0.85
May 31 2022,El Paso,CO,Passenger,3,1,4,614,618,0.65
April 30 2020,DeKalb,GA,Passenger,1,0,1,84,85,1.18
August 31 2021,Calvert,MD,Passenger,0,2,2,87,89,2.25
November 30 2019,Houston,GA,Passenger,1,0,1,59,60,1.67
November 30 2022,Lincoln,OR,Passenger,0,1,1,17,18,5.56
July 31 2019,Kern,CA,Passenger,0,1,1,219,220,0.45
July 31 2020,Ramsey,MN,Passenger,1,0,1,40,41,2.44
March 31 2017,Clark,WA,Truck,0,0,0,77571,77571,0.00
April 30 2020,Pend Oreille,WA,Truck,0,0,0,5738,5738,0.00
February 28 2017,Nassau,NY,Passenger,0,1,1,39,40,2.50
May 31 2022,Hawaii,HI,Passenger,1,0,1,38,39,2.56
March 31 2018,Collier,FL,Passenger,1,0,1,20,21,4.76
May 31 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
September 30 2018,St. Clair,IL,Passenger,0,1,1,161,162,0.62
June 30 2019,Jefferson,WA,Truck,0,0,0,9666,9666,0.00
November 30 2020,Kittitas,WA,Truck,0,0,0,14642,14642,0.00
January 31 2018,Multnomah,OR,Passenger,3,4,7,846,853,0.82
February 28 2019,Brevard,FL,Passenger,0,1,1,92,93,1.08
November 30 2020,Williams,ND,Passenger,0,1,1,10,11,9.09
May 31 2022,Frederick,MD,Passenger,1,1,2,68,70,2.86
April 30 2023,Madison,IL,Passenger,1,0,1,16,17,5.88
July 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
October 31 2019,Richmond,GA,Passenger,0,1,1,94,95,1.05
June 30 2018,Asotin,WA,Truck,0,0,0,6615,6615,0.00
September 30 2020,Clackamas,OR,Passenger,2,0,2,182,184,1.09
June 30 2019,Clark,WA,Truck,0,0,0,80332,80332,0.00
February 28 2019,Cowlitz,WA,Passenger,82,100,182,72438,72620,0.25
July 31 2021,Salt Lake,UT,Passenger,0,1,1,171,172,0.58
August 31 2020,King,WA,Truck,5,1,6,183303,183309,0.00
January 31 2019,Clallam,WA,Truck,0,0,0,21630,21630,0.00
October 31 2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
April 30 2020,Larimer,CO,Passenger,1,0,1,53,54,1.85
May 31 2020,Larimer,CO,Passenger,1,0,1,52,53,1.89
February 29 2020,Dallas,IA,Passenger,0,1,1,10,11,9.09
September 30 2018,Collier,FL,Passenger,1,0,1,21,22,4.55
August 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2018,Clallam,WA,Truck,0,0,0,21440,21440,0.00
October 31 2017,Norfolk,VA,Passenger,1,1,2,308,310,0.65
April 30 2023,Escambia,FL,Passenger,0,1,1,121,122,0.82
July 31 2018,Grays Harbor,WA,Passenger,54,62,116,46758,46874,0.25
September 30 2020,San Juan,WA,Passenger,331,100,431,13901,14332,3.01
September 30 2020,Charleston,SC,Passenger,2,0,2,98,100,2.00
January 31 2020,Ada,ID,Passenger,0,1,1,294,295,0.34
June 30 2020,Ada,ID,Passenger,0,1,1,278,279,0.36
April 30 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
July 31 2020,Jefferson,WA,Truck,0,0,0,9541,9541,0.00
October 31 2019,Tarrant,TX,Passenger,2,0,2,203,205,0.98
May 31 2023,Okanogan,WA,Truck,7,0,7,16420,16427,0.04
January 31 2023,Mason,WA,Truck,8,0,8,20878,20886,0.04
January 31 2019,Kitsap,WA,Truck,1,0,1,53732,53733,0.00
May 31 2022,Ferry,WA,Passenger,20,4,24,4433,4457,0.54
January 31 2017,Marion,OR,Passenger,1,0,1,241,242,0.41
January 31 2023,Yavapai,AZ,Passenger,0,1,1,22,23,4.35
January 31 2021,Williams,ND,Passenger,0,1,1,10,11,9.09
March 31 2018,Montgomery,PA,Passenger,1,0,1,34,35,2.86
April 30 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
November 30 2019,Alexandria,VA,Passenger,1,0,1,147,148,0.68
April 30 2022,Dorchester,SC,Passenger,1,0,1,58,59,1.69
November 30 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
February 28 2022,Grant,WA,Truck,0,0,0,28002,28002,0.00
December 31 2017,Ventura,CA,Passenger,0,1,1,332,333,0.30
September 30 2022,Travis,TX,Passenger,2,0,2,102,104,1.92
February 28 2022,Erie,NY,Passenger,1,0,1,30,31,3.23
June 30 2021,Shelby,OH,Passenger,0,1,1,1,2,50.00
November 30 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
August 31 2021,Honolulu,HI,Passenger,5,3,8,389,397,2.02
September 30 2017,Ferry,WA,Truck,0,0,0,3540,3540,0.00
July 31 2018,Jefferson,WA,Passenger,147,99,246,24579,24825,0.99
May 31 2021,El Dorado,CA,Passenger,1,0,1,31,32,3.12
July 31 2022,Harford,MD,Passenger,0,1,1,46,47,2.13
July 31 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
October 31 2018,Island,WA,Truck,0,0,0,21119,21119,0.00
March 31 2017,Montgomery,TN,Passenger,1,0,1,289,290,0.34
February 28 2019,Whitman,WA,Passenger,25,40,65,22753,22818,0.28
May 31 2023,New London,CT,Passenger,1,4,5,170,175,2.86
January 31 2023,Whatcom,WA,Truck,37,0,37,43018,43055,0.09
August 31 2022,Arapahoe,CO,Passenger,0,1,1,79,80,1.25
April 30 2018,Beaufort,SC,Passenger,1,0,1,40,41,2.44
January 31 2023,Ventura,CA,Passenger,3,2,5,208,213,2.35
May 31 2019,Collier,FL,Passenger,1,0,1,18,19,5.26
June 30 2018,Stevens,WA,Passenger,11,25,36,31637,31673,0.11
December 31 2022,Pierce,WA,Truck,82,0,82,139604,139686,0.06
February 29 2020,District of Columbia,DC,Passenger,1,1,2,205,207,0.97
March 31 2021,Clark,WA,Truck,0,0,0,83838,83838,0.00
October 31 2022,Okanogan,WA,Truck,1,0,1,16469,16470,0.01
October 31 2020,Whatcom,WA,Truck,3,0,3,43462,43465,0.01
August 31 2017,Skamania,WA,Passenger,10,7,17,8571,8588,0.20
July 31 2023,San Juan,WA,Passenger,629,172,801,13679,14480,5.53
September 30 2022,Fairfax,VA,Passenger,8,3,11,597,608,1.81
October 31 2020,,,Passenger,4,1,5,349,354,1.41
January 31 2022,Shelby,OH,Passenger,0,1,1,2,3,33.33
February 28 2021,Boulder,CO,Passenger,1,1,2,48,50,4.00
February 28 2019,Chelan,WA,Passenger,145,66,211,54155,54366,0.39
February 29 2020,Norfolk,VA,Passenger,2,2,4,353,357,1.12
March 31 2019,Cook,IL,Passenger,1,0,1,249,250,0.40
February 29 2020,Clark,WA,Passenger,1970,1059,3029,320517,323546,0.94
February 29 2020,Franklin,WA,Truck,0,0,0,19895,19895,0.00
April 30 2022,Kittitas,WA,Truck,0,0,0,14711,14711,0.00
December 31 2020,San Joaquin,CA,Passenger,1,0,1,113,114,0.88
October 31 2017,Dakota,MN,Passenger,0,2,2,39,41,4.88
October 31 2019,Owyhee,ID,Passenger,1,0,1,3,4,25.00
December 31 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
April 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2018,Allegheny,PA,Passenger,1,0,1,77,78,1.28
September 30 2017,New London,CT,Passenger,1,1,2,251,253,0.79
October 31 2020,Mason,WA,Truck,0,0,0,20833,20833,0.00
April 30 2021,Goochland,VA,Passenger,4,2,6,234,240,2.50
August 31 2021,King,WA,Truck,5,1,6,184039,184045,0.00
November 30 2022,Bell,TX,Passenger,1,0,1,302,303,0.33
July 31 2023,Miami-Dade,FL,Passenger,1,0,1,49,50,2.00
May 31 2017,Sedgwick,KS,Passenger,0,1,1,108,109,0.92
August 31 2017,Hamilton,TN,Passenger,1,0,1,20,21,4.76
August 31 2023,DuPage,IL,Passenger,0,1,1,28,29,3.45
September 30 2019,Broward,FL,Passenger,2,1,3,131,134,2.24
June 30 2023,Lincoln,WA,Passenger,16,19,35,7629,7664,0.46
February 28 2021,Kittitas,WA,Passenger,142,53,195,29817,30012,0.65
August 31 2019,Nueces,TX,Passenger,1,1,2,90,92,2.17
April 30 2021,Williams,ND,Passenger,0,1,1,9,10,10.00
April 30 2022,Anchorage,AK,Passenger,2,0,2,132,134,1.49
July 31 2022,Essex,NJ,Passenger,2,0,2,10,12,16.67
January 31 2022,Mercer,NJ,Passenger,0,1,1,13,14,7.14
August 31 2022,Carroll,MD,Passenger,0,1,1,18,19,5.26
November 30 2018,Wahkiakum,WA,Truck,0,0,0,1704,1704,0.00
June 30 2022,Grays Harbor,WA,Truck,1,0,1,21318,21319,0.00
March 31 2023,Wahkiakum,WA,Truck,2,0,2,1784,1786,0.11
December 31 2017,Garfield,WA,Passenger,1,0,1,1321,1322,0.08
April 30 2020,Thurston,WA,Truck,0,0,0,55496,55496,0.00
April 30 2020,Placer,CA,Passenger,2,0,2,95,97,2.06
May 31 2017,Franklin,WA,Passenger,28,44,72,55460,55532,0.13
August 31 2020,Whatcom,WA,Truck,3,0,3,43277,43280,0.01
August 31 2021,Douglas,NE,Passenger,1,1,2,54,56,3.57
March 31 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
November 30 2017,Maui,HI,Passenger,1,0,1,68,69,1.45
December 31 2022,Stevens,WA,Passenger,89,56,145,30002,30147,0.48
August 31 2020,Travis,TX,Passenger,2,1,3,177,180,1.67
August 31 2020,Polk,FL,Passenger,1,0,1,63,64,1.56
October 31 2017,Juneau,AK,Passenger,0,1,1,43,44,2.27
November 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
November 30 2018,Island,WA,Passenger,266,225,491,63095,63586,0.77
March 31 2023,Ferry,WA,Truck,0,0,0,3569,3569,0.00
June 30 2023,Island,WA,Truck,32,0,32,21016,21048,0.15
October 31 2020,Wahkiakum,WA,Passenger,6,6,12,3034,3046,0.39
November 30 2019,Cowlitz,WA,Passenger,114,106,220,73591,73811,0.30
August 31 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
June 30 2018,Skamania,WA,Truck,0,0,0,3946,3946,0.00
November 30 2021,Wahkiakum,WA,Truck,0,0,0,1816,1816,0.00
May 31 2021,Cumberland,NC,Passenger,0,2,2,434,436,0.46
August 31 2020,Adams,WA,Truck,0,0,0,5303,5303,0.00
August 31 2021,Whatcom,WA,Truck,4,0,4,43863,43867,0.01
March 31 2023,El Paso,TX,Passenger,3,0,3,276,279,1.08
February 28 2019,Kootenai,ID,Passenger,1,1,2,210,212,0.94
November 30 2020,Henrico,VA,Passenger,0,1,1,17,18,5.56
November 30 2019,Tulsa,OK,Passenger,1,1,2,50,52,3.85
September 30 2021,San Luis Obispo,CA,Passenger,1,0,1,64,65,1.54
December 31 2020,DuPage,IL,Passenger,2,1,3,56,59,5.08
January 31 2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
May 31 2020,King,WA,Passenger,24015,7687,31702,1374824,1406526,2.25
September 30 2019,San Joaquin,CA,Passenger,1,0,1,138,139,0.72
May 31 2021,Lincoln,WA,Passenger,5,13,18,7730,7748,0.23
December 31 2021,Kittitas,WA,Passenger,207,75,282,29834,30116,0.94
December 31 2020,Stevens,WA,Truck,0,0,0,18713,18713,0.00
December 31 2021,Kern,CA,Passenger,0,1,1,203,204,0.49
May 31 2020,Grant,WA,Passenger,59,70,129,65204,65333,0.20
April 30 2017,Tarrant,TX,Passenger,0,2,2,277,279,0.72
April 30 2017,Dakota,MN,Passenger,0,1,1,41,42,2.38
October 31 2021,Suffolk,VA,Passenger,1,0,1,125,126,0.79
January 31 2021,Moore,NC,Passenger,0,1,1,145,146,0.68
March 31 2023,Allen,IN,Passenger,1,0,1,14,15,6.67
March 31 2020,San Diego,CA,Passenger,13,6,19,2794,2813,0.68
April 30 2017,Skagit,WA,Truck,1,0,1,31397,31398,0.00
July 31 2018,Chelan,WA,Truck,0,0,0,21950,21950,0.00
November 30 2020,Whitman,WA,Passenger,51,44,95,21959,22054,0.43
April 30 2022,Skamania,WA,Truck,0,0,0,3979,3979,0.00
March 31 2017,Norfolk,MA,Passenger,1,0,1,37,38,2.63
